2.7168760978,0
2.7220645859,156.2209954636
2.7318470477,121.0931238981
2.7344412917,102.5451305926
2.7402783408,145.64051335
2.7605458722,88.30984393
2.7726523443,60.4127450359
2.7992433455,36.1177066987
2.8041615998,53.7673747656
2.8387515201,27.2237277143
2.8673962978,86.9921759972
2.8686393731,84.2468791585
2.9073908931,115.4329293976
2.9222537495,60.334467733
2.9384677746,61.4616608953
2.9672206459,129.4128829531
2.9722469936,68.9213014906
2.9835968112,52.7943133403
2.987542224,220.1250945851
2.9950547223,68.9324839625
3.0076476152,107.4113695919
3.0300229699,113.1945712827
3.0480745845,135.771981944
3.048615052,63.3091916191
3.0848263748,84.3493851504
3.0864477773,110.5741453796
3.0964464262,58.8986383477
3.0990406702,108.7644486855
3.1204972301,95.4479884597
3.13546818,84.328883952
3.1670314822,177.1303540743
3.172922578,184.2051312636
3.1843264424,84.431389944
3.2438859614,67.2374076048
3.2461559249,73.7875404899
3.3023104986,377.8314950592
3.3450074314,108.4569307097
3.3910012161,96.1002993175
3.4190514795,146.6432083257
3.4226726118,76.4881074412
3.4338062424,152.4189550353
3.4350493177,62.6089825069
3.4367788137,23.4757358998
3.4402918525,148.829381572
3.4749898662,118.0216716304
3.505580327,172.9443821125
3.5216322119,149.5525147515
3.538927172,55.4926437973
3.5613565734,161.7227716129
3.719767599,122.8618181954
3.7850020268,270.889789285
3.8215376301,150.4042463573
3.8335900554,69.4617876299
3.9012025402,141.0091062596
3.90536414,112.2310149584
3.964058911,124.9939428277
4.0123767059,129.8881380066
4.0407512498,131.0026577008
4.0743683286,122.3586069622
4.0752330766,175.7716837448
4.1092284826,143.1132747123
4.127334144,130.0260551594
4.2289960816,175.4250271175
4.2877448993,134.99107266
4.3755708688,126.6806323315
4.4378327253,171.8988209947
4.4823132009,52.6552779403
4.4832319957,157.0186784555
4.5306850426,271.4861877835
4.5444669639,184.6319289391
4.6032698284,129.0121777118
4.6040264829,304.586304454
4.6361842994,273.6108574347
4.7698419133,146.305870425
4.9615997838,176.6606902567
4.9983515741,276.1082761474
5.0318605594,123.8104645572
5.1093635995,150.8664551937
5.2796649101,190.5530477827
5.4781786245,174.4577433026
5.5322253749,194.875073152
5.5527631401,175.8126861416
5.9219024456,181.2939610925
6.3234698014,199.1411861621
6.3277935414,150.3315602903
6.9331171463,301.5856745081
6.9374408864,238.5165332846
7.1211998379,323.7828811266
7.2390217538,218.7254218588
7.6551817322,338.9351304808
8.0572895555,274.617279901
10.2391568707,471.876083302
10.2467234158,367.8045453021
10.955276314,455.6428616691
10.9936495068,441.1988355319
11.5006080259,384.1123167472
12,500
